id,period,year,t,corridor,src,dst,firm,firm_type,access_point,speed_band,speed_hours,transparent,network_coverage,pickup_method,payment_instrument,fee_pct_200,fx_margin_200,total_cost_200,fee_pct_500,fx_margin_500,total_cost_500
320172259,2017_1Q,2017,2017.0,KENUGA,KEN,UGA,United Bank for Africa (UBA),Bank,"Bank branch,Call Center,Internet",Next day,24.0,yes,Medium,bank account,Bank account transfer,9.16,1.29,10.45,3.66,1.29,4.95
320172260,2017_1Q,2017,2017.0,KENUGA,KEN,UGA,Western Union,Money Transfer Operator,Agent,Less than one hour,0.5,yes,High,cash,Cash,7.329999999999999,1.03,8.36,5.859999999999999,1.03,6.89
320172979,2017_1Q,2017,2017.0,RWAKEN,RWA,KEN,Ecobank RapidCash,Bank,Bank branch,Next day,24.0,yes,High,bank account,Bank account transfer,2.5599999999999996,1.24,3.8,2.1799999999999997,1.24,3.42
320172980,2017_1Q,2017,2017.0,RWAKEN,RWA,KEN,Express Money,Money Transfer Operator,Agent,Same day,12.0,yes,High,cash,Cash,4.61,1.34,5.95,4.2700000000000005,1.34,5.61
320172981,2017_1Q,2017,2017.0,RWAKEN,RWA,KEN,Express Money,Money Transfer Operator,Agent,Same day,12.0,yes,High,mobile wallet,Cash,4.61,1.34,5.95,,,
320172982,2017_1Q,2017,2017.0,RWAKEN,RWA,KEN,KCB,Bank,Bank branch,Next day,24.0,yes,High,bank account,Bank account transfer,1.04,1.21,2.25,1.04,1.21,2.25
320172983,2017_1Q,2017,2017.0,RWAKEN,RWA,KEN,MoneyGram,Money Transfer Operator,Agent,Less than one hour,0.5,yes,High,cash,Cash,7.34,1.33,8.67,5.87,1.33,7.2
320172984,2017_1Q,2017,2017.0,RWAKEN,RWA,KEN,MTN Mobile Money,Mobile Operator,Mobile phone,Less than one hour,0.5,yes,High,mobile wallet,Mobile money,5.33,1.36,6.69,3.1999999999999993,1.36,4.56
320172985,2017_1Q,2017,2017.0,RWAKEN,RWA,KEN,Tigo,Mobile Operator,Mobile phone,Less than one hour,0.5,yes,High,mobile wallet,Mobile money,0.5999999999999999,1.08,1.68,0.29000000000000004,1.08,1.37
320172986,2017_1Q,2017,2017.0,RWAKEN,RWA,KEN,Use Remit,Money Transfer Operator,Internet,Less than one hour,0.5,yes,High,mobile wallet,Bank account transfer,0.56,1.15,1.71,0.5700000000000001,1.15,1.72
320172987,2017_1Q,2017,2017.0,RWAKEN,RWA,KEN,Western Union,Money Transfer Operator,Agent,Less than one hour,0.5,yes,High,cash,Cash,11.5,1.38,12.88,6.0,1.38,7.38
320173334,2017_1Q,2017,2017.0,TZAKEN,TZA,KEN,KCB,Bank,"Bank branch,Call Center",Less than one hour,0.5,yes,High,bank account (same/partner bank),Bank account transfer,10.0,1.14,11.14,4.0,1.14,5.14
320173335,2017_1Q,2017,2017.0,TZAKEN,TZA,KEN,KCB,Bank,"Bank branch,Call Center",Next day,24.0,yes,High,bank account,Bank account transfer,20.0,1.14,21.14,8.0,1.14,9.14
320173336,2017_1Q,2017,2017.0,TZAKEN,TZA,KEN,MoneyGram,Money Transfer Operator,Agent,Less than one hour,0.5,yes,High,cash,Cash,5.4,1.17,6.57,4.63,1.17,5.8
320173337,2017_1Q,2017,2017.0,TZAKEN,TZA,KEN,M-Pesa,Mobile Operator,Mobile phone,Less than one hour,0.5,yes,High,cash,Mobile money,2.07,1.27,3.34,1.19,1.27,2.46
320173338,2017_1Q,2017,2017.0,TZAKEN,TZA,KEN,NBC,Bank,"Bank branch,Call Center",Next day,24.0,yes,High,bank account,Bank account transfer,25.0,1.58,26.58,10.0,1.58,11.58
320173339,2017_1Q,2017,2017.0,TZAKEN,TZA,KEN,Stanbic Bank,Bank,"Bank branch,Call Center",Next day,24.0,yes,High,bank account,Bank account transfer,27.5,1.36,28.86,11.0,1.36,12.36
320173340,2017_1Q,2017,2017.0,TZAKEN,TZA,KEN,Tanzania Postal Corporation,Post office,Post Office branch,Next day,24.0,yes,High,cash,Cash,7.390000000000001,1.25,8.64,5.92,1.25,7.17
320173341,2017_1Q,2017,2017.0,TZAKEN,TZA,KEN,UBA Africash,Bank,Bank branch,Same day,12.0,yes,Low,cash,Cash,3.3499999999999996,1.58,4.93,2.2399999999999998,1.58,3.82
320173342,2017_1Q,2017,2017.0,TZAKEN,TZA,KEN,Western Union,Money Transfer Operator,Agent,Less than one hour,0.5,yes,High,cash,Cash,5.4399999999999995,1.02,6.46,3.6700000000000004,1.02,4.69
320173343,2017_1Q,2017,2017.0,TZARWA,TZA,RWA,Barclays,Bank,"Bank branch,Call Center",Next day,24.0,yes,Medium,bank account,Bank account transfer,17.5,1.02,18.52,7.0,1.02,8.02
320173344,2017_1Q,2017,2017.0,TZARWA,TZA,RWA,CRDB Bank,Bank,"Bank branch,Call Center",Next day,24.0,yes,Medium,bank account,Bank account transfer,28.0,1.02,29.02,11.200000000000001,1.02,12.22
320173345,2017_1Q,2017,2017.0,TZARWA,TZA,RWA,KCB,Bank,"Bank branch,Call Center",Same day,12.0,yes,Medium,bank account (same/partner bank),Bank account transfer,10.0,1.14,11.14,4.0,1.14,5.14
320173346,2017_1Q,2017,2017.0,TZARWA,TZA,RWA,KCB,Bank,"Bank branch,Call Center",Next day,24.0,yes,Medium,bank account,Bank account transfer,20.0,1.14,21.14,8.0,1.14,9.14
320173347,2017_1Q,2017,2017.0,TZARWA,TZA,RWA,MoneyGram,Money Transfer Operator,Agent,Less than one hour,0.5,yes,High,cash,Cash,5.4,1.17,6.57,4.63,1.17,5.8
320173348,2017_1Q,2017,2017.0,TZARWA,TZA,RWA,NBC,Bank,"Bank branch,Call Center",Next day,24.0,yes,Medium,bank account,Bank account transfer,25.0,1.58,26.58,10.0,1.58,11.58
320173349,2017_1Q,2017,2017.0,TZARWA,TZA,RWA,NMB (National Microfinance Bank),Non-Bank FI,"Bank branch,Call Center",Next day,24.0,yes,Medium,bank account,Bank account transfer,25.0,1.58,26.58,10.0,1.58,11.58
320173350,2017_1Q,2017,2017.0,TZARWA,TZA,RWA,Stanbic Bank,Bank,"Bank branch,Call Center",Next day,24.0,yes,Medium,bank account,Bank account transfer,27.5,1.36,28.86,11.0,1.36,12.36
320173351,2017_1Q,2017,2017.0,TZARWA,TZA,RWA,Tanzania Postal Corporation,Post office,Post Office branch,Next day,24.0,yes,Low,cash,Cash,7.390000000000001,1.25,8.64,5.92,1.25,7.17
320173352,2017_1Q,2017,2017.0,TZARWA,TZA,RWA,Tigo,Mobile Operator,Mobile phone,Less than one hour,0.5,yes,High,cash,Mobile money,0.31000000000000005,1.28,1.59,0.3699999999999999,1.28,1.65
320173353,2017_1Q,2017,2017.0,TZARWA,TZA,RWA,UBA Africash,Bank,Bank branch,Same day,12.0,yes,Low,cash,Cash,3.3499999999999996,1.58,4.93,2.2399999999999998,1.58,3.82
320173354,2017_1Q,2017,2017.0,TZARWA,TZA,RWA,Western Union,Money Transfer Operator,Agent,Less than one hour,0.5,yes,High,cash,Cash,5.4399999999999995,1.02,6.46,3.6700000000000004,1.02,4.69
320173355,2017_1Q,2017,2017.0,TZAUGA,TZA,UGA,Barclays,Bank,"Bank branch,Call Center",Next day,24.0,yes,Medium,bank account,Bank account transfer,17.5,1.02,18.52,7.0,1.02,8.02
320173356,2017_1Q,2017,2017.0,TZAUGA,TZA,UGA,CRDB Bank,Bank,"Bank branch,Call Center",Next day,24.0,yes,Medium,bank account,Bank account transfer,28.0,1.02,29.02,11.200000000000001,1.02,12.22
320173357,2017_1Q,2017,2017.0,TZAUGA,TZA,UGA,KCB,Bank,"Bank branch,Call Center",Same day,12.0,yes,Medium,bank account (same/partner bank),Bank account transfer,10.0,1.14,11.14,4.0,1.14,5.14
320173358,2017_1Q,2017,2017.0,TZAUGA,TZA,UGA,KCB,Bank,"Bank branch,Call Center",Next day,24.0,yes,Medium,bank account,Bank account transfer,20.0,1.14,21.14,8.0,1.14,9.14
320173359,2017_1Q,2017,2017.0,TZAUGA,TZA,UGA,MoneyGram,Money Transfer Operator,Agent,Less than one hour,0.5,yes,High,cash,Cash,5.4,1.17,6.57,4.63,1.17,5.8
320173360,2017_1Q,2017,2017.0,TZAUGA,TZA,UGA,NBC,Bank,"Bank branch,Call Center",Next day,24.0,yes,Medium,bank account,Bank account transfer,25.0,1.58,26.58,10.0,1.58,11.58
320173361,2017_1Q,2017,2017.0,TZAUGA,TZA,UGA,NMB (National Microfinance Bank),Non-Bank FI,"Bank branch,Call Center",Next day,24.0,yes,Medium,bank account,Bank account transfer,25.0,1.58,26.58,10.0,1.58,11.58
320173362,2017_1Q,2017,2017.0,TZAUGA,TZA,UGA,Stanbic Bank,Bank,"Bank branch,Call Center",Next day,24.0,yes,Medium,bank account,Bank account transfer,27.5,1.36,28.86,11.0,1.36,12.36
320173363,2017_1Q,2017,2017.0,TZAUGA,TZA,UGA,Tanzania Postal Corporation,Post office,Post Office branch,Less than one hour,0.5,yes,High,cash,Cash,7.390000000000001,1.25,8.64,5.92,1.25,7.17
320173364,2017_1Q,2017,2017.0,TZAUGA,TZA,UGA,UBA Africash,Bank,Bank branch,Same day,12.0,yes,Low,cash,Cash,3.3499999999999996,1.58,4.93,2.2399999999999998,1.58,3.82
320173365,2017_1Q,2017,2017.0,TZAUGA,TZA,UGA,Western Union,Money Transfer Operator,Agent,Less than one hour,0.5,yes,High,cash,Cash,5.4399999999999995,1.02,6.46,3.6700000000000004,1.02,4.69
620172318,2017_2Q,2017,2017.25,KENRWA,KEN,RWA,MoneyGram,Money Transfer Operator,Agent,Less than one hour,0.5,yes,High,cash,Cash,1.7499999999999998,1.57,3.32,1.7499999999999998,1.57,3.32
620172319,2017_2Q,2017,2017.25,KENRWA,KEN,RWA,Ecobank,Bank,Bank branch,Next day,24.0,yes,Medium,cash,Cash,14.999999999999998,1.49,16.49,6.0,1.49,7.49
620172320,2017_2Q,2017,2017.25,KENRWA,KEN,RWA,Western Union,Money Transfer Operator,Agent,Less than one hour,0.5,yes,High,cash,Cash,7.34,1.57,8.91,5.87,1.57,7.44
620172321,2017_2Q,2017,2017.25,KENRWA,KEN,RWA,M-Pesa,Mobile Operator,Mobile phone,Less than one hour,0.5,yes,High,cash,Mobile money,0.6100000000000001,1.95,2.56,0.49,1.95,2.44
620172322,2017_2Q,2017,2017.25,KENSSD,KEN,SSD,ABC Bank,Money Transfer Operator,"Bank branch,Call Center,Internet",Next day,24.0,yes,Low,bank account,Bank account transfer,9.17,1.66,10.83,3.67,1.66,5.33
620172323,2017_2Q,2017,2017.25,KENSSD,KEN,SSD,Citibank,Bank,"Bank branch,Call Center,Internet",Next day,24.0,yes,Low,bank account,Bank account transfer,10.0,1.19,11.19,4.0,1.19,5.19
620172324,2017_2Q,2017,2017.25,KENSSD,KEN,SSD,Development Bank of Kenya,Bank,"Bank branch,Call Center,Internet",Next day,24.0,yes,Low,bank account,Bank account transfer,11.41,1.91,13.32,4.74,1.91,6.65
620172325,2017_2Q,2017,2017.25,KENSSD,KEN,SSD,Ecobank,Bank,Bank branch,Next day,24.0,yes,Low,bank account,Cash,14.999999999999998,1.49,16.49,6.0,1.49,7.49
620172326,2017_2Q,2017,2017.25,KENSSD,KEN,SSD,Equatorial Commercial Bank,Bank,"Bank branch,Call Center,Internet",Next day,24.0,yes,Low,bank account,Bank account transfer,9.170000000000002,1.29,10.46,3.67,1.29,4.96
620172327,2017_2Q,2017,2017.25,KENSSD,KEN,SSD,GT Bank,Bank,"Bank branch,Call Center,Internet",Next day,24.0,yes,Low,bank account,Bank account transfer,9.17,1.5,10.67,3.67,1.5,5.17
620172328,2017_2Q,2017,2017.25,KENSSD,KEN,SSD,KCB,Bank,"Bank branch,Call Center,Internet",Next day,24.0,yes,Low,bank account,Bank account transfer,12.219999999999999,1.81,14.03,4.890000000000001,1.81,6.7
620172329,2017_2Q,2017,2017.25,KENSSD,KEN,SSD,MoneyGram,Money Transfer Operator,Agent,Less than one hour,0.5,yes,Low,cash,Cash,1.7499999999999998,1.57,3.32,1.7499999999999998,1.57,3.32
620172330,2017_2Q,2017,2017.25,KENSSD,KEN,SSD,United Bank for Africa (UBA),Bank,"Bank branch,Call Center,Internet",Next day,24.0,yes,Low,bank account,Bank account transfer,9.17,1.66,10.83,3.67,1.66,5.33
620172331,2017_2Q,2017,2017.25,KENSSD,KEN,SSD,Western Union,Money Transfer Operator,Agent,Less than one hour,0.5,yes,Low,cash,Cash,7.34,1.57,8.91,5.87,1.57,7.44
620172332,2017_2Q,2017,2017.25,KENTZA,KEN,TZA,ABC Bank,Money Transfer Operator,"Bank branch,Call Center,Internet",Next day,24.0,yes,Medium,bank account,Bank account transfer,9.17,1.66,10.83,3.67,1.66,5.33
620172333,2017_2Q,2017,2017.25,KENTZA,KEN,TZA,Citibank,Bank,"Bank branch,Call Center,Internet",Next day,24.0,yes,Medium,bank account,Bank account transfer,10.0,1.19,11.19,4.0,1.19,5.19
620172334,2017_2Q,2017,2017.25,KENTZA,KEN,TZA,Development Bank of Kenya,Bank,"Bank branch,Call Center,Internet",Next day,24.0,yes,Medium,bank account,Bank account transfer,11.41,1.91,13.32,4.74,1.91,6.65
620172335,2017_2Q,2017,2017.25,KENTZA,KEN,TZA,Ecobank,Bank,Bank branch,Next day,24.0,yes,Low,cash,Cash,14.999999999999998,1.49,16.49,6.0,1.49,7.49
620172336,2017_2Q,2017,2017.25,KENTZA,KEN,TZA,Equatorial Commercial Bank,Bank,"Bank branch,Call Center,Internet",Next day,24.0,yes,Medium,bank account,Bank account transfer,9.170000000000002,1.29,10.46,3.67,1.29,4.96
620172337,2017_2Q,2017,2017.25,KENTZA,KEN,TZA,GT Bank,Bank,"Bank branch,Call Center,Internet",Next day,24.0,yes,Medium,bank account,Bank account transfer,9.17,1.5,10.67,3.67,1.5,5.17
620172338,2017_2Q,2017,2017.25,KENTZA,KEN,TZA,KCB,Bank,"Bank branch,Call Center,Internet",Next day,24.0,yes,Medium,bank account,Bank account transfer,12.219999999999999,1.81,14.03,4.890000000000001,1.81,6.7
620172339,2017_2Q,2017,2017.25,KENTZA,KEN,TZA,MoneyGram,Money Transfer Operator,Agent,Less than one hour,0.5,yes,High,cash,Cash,1.7499999999999998,1.57,3.32,1.7499999999999998,1.57,3.32
620172340,2017_2Q,2017,2017.25,KENTZA,KEN,TZA,Posta Kenya,Post office,Post Office branch,2 days,48.0,yes,High,cash,Cash,9.67,1.85,11.52,6.4399999999999995,1.85,8.29
620172341,2017_2Q,2017,2017.25,KENTZA,KEN,TZA,UBA Africash,Bank,Bank branch,Less than one hour,0.5,yes,Medium,cash,Cash,2.8599999999999994,1.66,4.52,1.86,1.66,3.52
620172342,2017_2Q,2017,2017.25,KENTZA,KEN,TZA,United Bank for Africa (UBA),Bank,"Bank branch,Call Center,Internet",Next day,24.0,yes,Medium,bank account,Bank account transfer,9.17,1.66,10.83,3.67,1.66,5.33
620172343,2017_2Q,2017,2017.25,KENTZA,KEN,TZA,Western Union,Money Transfer Operator,Agent,Less than one hour,0.5,yes,High,cash,Cash,7.34,1.57,8.91,5.87,1.57,7.44
620172344,2017_2Q,2017,2017.25,KENTZA,KEN,TZA,M-Pesa,Mobile Operator,Mobile phone,Less than one hour,0.5,yes,High,cash,Mobile money,0.6100000000000001,1.95,2.56,0.49,1.95,2.44
620172345,2017_2Q,2017,2017.25,KENUGA,KEN,UGA,GT Bank,Bank,"Bank branch,Call Center,Internet",Next day,24.0,yes,Medium,bank account,Bank account transfer,9.17,1.5,10.67,3.67,1.5,5.17
620172346,2017_2Q,2017,2017.25,KENUGA,KEN,UGA,Development Bank of Kenya,Bank,"Bank branch,Call Center,Internet",Next day,24.0,yes,Medium,bank account,Bank account transfer,11.41,1.91,13.32,4.74,1.91,6.65
620172347,2017_2Q,2017,2017.25,KENUGA,KEN,UGA,Equatorial Commercial Bank,Bank,"Bank branch,Call Center,Internet",Next day,24.0,yes,Medium,bank account,Bank account transfer,9.170000000000002,1.29,10.46,3.67,1.29,4.96
620172348,2017_2Q,2017,2017.25,KENUGA,KEN,UGA,United Bank for Africa (UBA),Bank,"Bank branch,Call Center,Internet",Next day,24.0,yes,Medium,bank account,Bank account transfer,9.17,1.66,10.83,3.67,1.66,5.33
620172349,2017_2Q,2017,2017.25,KENUGA,KEN,UGA,KCB,Bank,"Bank branch,Call Center,Internet",Next day,24.0,yes,Medium,bank account,Bank account transfer,12.219999999999999,1.81,14.03,4.890000000000001,1.81,6.7
620172350,2017_2Q,2017,2017.25,KENUGA,KEN,UGA,ABC Bank,Money Transfer Operator,"Bank branch,Call Center,Internet",Next day,24.0,yes,Medium,bank account,Bank account transfer,9.17,1.66,10.83,3.67,1.66,5.33
620172351,2017_2Q,2017,2017.25,KENUGA,KEN,UGA,Citibank,Bank,"Bank branch,Call Center,Internet",Next day,24.0,yes,Medium,bank account,Bank account transfer,10.0,1.19,11.19,4.0,1.19,5.19
620172352,2017_2Q,2017,2017.25,KENUGA,KEN,UGA,Ecobank,Bank,Bank branch,Same day,12.0,yes,Low,cash,Cash,14.999999999999998,1.49,16.49,6.0,1.49,7.49
620172353,2017_2Q,2017,2017.25,KENUGA,KEN,UGA,UBA Africash,Bank,Bank branch,Less than one hour,0.5,yes,Medium,cash,Cash,2.8599999999999994,1.66,4.52,1.86,1.66,3.52
620172354,2017_2Q,2017,2017.25,KENUGA,KEN,UGA,Posta Kenya,Post office,Post Office branch,2 days,48.0,yes,High,cash,Cash,9.67,1.85,11.52,6.4399999999999995,1.85,8.29
620172355,2017_2Q,2017,2017.25,KENUGA,KEN,UGA,MoneyGram,Money Transfer Operator,Agent,Less than one hour,0.5,yes,High,cash,Cash,1.7499999999999998,1.57,3.32,1.7499999999999998,1.57,3.32
620172356,2017_2Q,2017,2017.25,KENUGA,KEN,UGA,Western Union,Money Transfer Operator,Agent,Less than one hour,0.5,yes,High,cash,Cash,7.34,1.57,8.91,5.87,1.57,7.44
620172357,2017_2Q,2017,2017.25,KENUGA,KEN,UGA,M-Pesa,Mobile Operator,Mobile phone,Less than one hour,0.5,yes,High,cash,Mobile money,0.6100000000000001,1.95,2.56,0.49,1.95,2.44
620173086,2017_2Q,2017,2017.25,RWAKEN,RWA,KEN,Ecobank RapidCash,Bank,Bank branch,Next day,24.0,yes,High,bank account,Bank account transfer,2.5699999999999994,1.61,4.18,2.1899999999999995,1.61,3.8
620173087,2017_2Q,2017,2017.25,RWAKEN,RWA,KEN,KCB,Bank,Bank branch,Next day,24.0,yes,High,bank account,Bank account transfer,1.04,1.94,2.98,1.04,1.94,2.98
620173088,2017_2Q,2017,2017.25,RWAKEN,RWA,KEN,MoneyGram,Money Transfer Operator,Agent,Less than one hour,0.5,yes,High,cash,Cash,7.329999999999999,1.61,8.94,5.87,1.61,7.48
620173089,2017_2Q,2017,2017.25,RWAKEN,RWA,KEN,MTN Mobile Money,Mobile Operator,Mobile phone,Less than one hour,0.5,yes,High,mobile wallet,Mobile money,5.34,1.03,6.37,3.2,1.03,4.23
620173090,2017_2Q,2017,2017.25,RWAKEN,RWA,KEN,Use Remit,Money Transfer Operator,Internet,Less than one hour,0.5,yes,High,mobile wallet,Bank account transfer,0.5699999999999998,1.69,2.26,0.5800000000000001,1.69,2.27
620173091,2017_2Q,2017,2017.25,RWAKEN,RWA,KEN,Western Union,Money Transfer Operator,Agent,Less than one hour,0.5,yes,High,cash,Cash,11.5,1.61,13.11,6.0,1.61,7.61
620173092,2017_2Q,2017,2017.25,RWAKEN,RWA,KEN,Express Money,Money Transfer Operator,Agent,Same day,12.0,yes,High,cash,Cash,4.6,1.2,5.8,4.27,1.2,5.47
620173093,2017_2Q,2017,2017.25,RWAKEN,RWA,KEN,Tigo,Mobile Operator,Mobile phone,Less than one hour,0.5,yes,High,mobile wallet,Mobile money,0.5999999999999999,1.36,1.96,0.2999999999999998,1.36,1.66
620173094,2017_2Q,2017,2017.25,RWAKEN,RWA,KEN,Express Money,Money Transfer Operator,Agent,Same day,12.0,yes,High,mobile wallet,Cash,4.6,1.2,5.8,,,
620173447,2017_2Q,2017,2017.25,TZAKEN,TZA,KEN,KCB,Bank,"Bank branch,Call Center",Less than one hour,0.5,yes,High,bank account (same/partner bank),Bank account transfer,10.0,0.75,10.75,4.0,0.75,4.75
620173448,2017_2Q,2017,2017.25,TZAKEN,TZA,KEN,KCB,Bank,"Bank branch,Call Center",Next day,24.0,yes,High,bank account,Bank account transfer,20.0,0.75,20.75,8.0,0.75,8.75
620173449,2017_2Q,2017,2017.25,TZAKEN,TZA,KEN,NBC,Bank,"Bank branch,Call Center",Next day,24.0,yes,High,bank account,Bank account transfer,25.0,1.39,26.39,10.0,1.39,11.39
620173450,2017_2Q,2017,2017.25,TZAKEN,TZA,KEN,Stanbic Bank,Bank,"Bank branch,Call Center",Next day,24.0,yes,High,bank account,Bank account transfer,27.5,0.88,28.38,11.0,0.88,11.88
620173451,2017_2Q,2017,2017.25,TZAKEN,TZA,KEN,UBA Africash,Bank,Bank branch,Same day,12.0,yes,Low,cash,Cash,3.3400000000000003,1.15,4.49,2.24,1.15,3.39
620173452,2017_2Q,2017,2017.25,TZAKEN,TZA,KEN,Western Union,Money Transfer Operator,Agent,Less than one hour,0.5,yes,High,cash,Cash,5.44,1.39,6.83,3.67,1.39,5.06
620173453,2017_2Q,2017,2017.25,TZAKEN,TZA,KEN,MoneyGram,Money Transfer Operator,Agent,Less than one hour,0.5,yes,High,cash,Cash,5.4,1.39,6.79,4.63,1.39,6.02
620173454,2017_2Q,2017,2017.25,TZAKEN,TZA,KEN,Tanzania Postal Corporation,Post office,Post Office branch,Next day,24.0,yes,High,cash,Cash,7.3999999999999995,1.28,8.68,5.92,1.28,7.2
620173455,2017_2Q,2017,2017.25,TZAKEN,TZA,KEN,M-Pesa,Mobile Operator,Mobile phone,Less than one hour,0.5,yes,High,cash,Mobile money,2.0700000000000003,1.28,3.35,1.1900000000000002,1.28,2.47
620173456,2017_2Q,2017,2017.25,TZARWA,TZA,RWA,KCB,Bank,"Bank branch,Call Center",Same day,12.0,yes,Medium,bank account (same/partner bank),Bank account transfer,10.0,0.75,10.75,4.0,0.75,4.75
620173457,2017_2Q,2017,2017.25,TZARWA,TZA,RWA,Barclays,Bank,"Bank branch,Call Center",Next day,24.0,yes,Medium,bank account,Bank account transfer,17.5,1.33,18.83,7.0,1.33,8.33
620173458,2017_2Q,2017,2017.25,TZARWA,TZA,RWA,KCB,Bank,"Bank branch,Call Center",Next day,24.0,yes,Medium,bank account,Bank account transfer,20.0,0.75,20.75,8.0,0.75,8.75
620173459,2017_2Q,2017,2017.25,TZARWA,TZA,RWA,NBC,Bank,"Bank branch,Call Center",Next day,24.0,yes,Medium,bank account,Bank account transfer,25.0,1.39,26.39,10.0,1.39,11.39
620173460,2017_2Q,2017,2017.25,TZARWA,TZA,RWA,NMB (National Microfinance Bank),Non-Bank FI,"Bank branch,Call Center",Next day,24.0,yes,Medium,bank account,Bank account transfer,25.0,1.41,26.41,10.0,1.41,11.41
620173461,2017_2Q,2017,2017.25,TZARWA,TZA,RWA,CRDB Bank,Bank,"Bank branch,Call Center",Next day,24.0,yes,Medium,bank account,Bank account transfer,28.0,1.41,29.41,11.2,1.41,12.61
620173462,2017_2Q,2017,2017.25,TZARWA,TZA,RWA,Stanbic Bank,Bank,"Bank branch,Call Center",Next day,24.0,yes,Medium,bank account,Bank account transfer,27.5,0.88,28.38,11.0,0.88,11.88
620173463,2017_2Q,2017,2017.25,TZARWA,TZA,RWA,MoneyGram,Money Transfer Operator,Agent,Less than one hour,0.5,yes,High,cash,Cash,5.4,1.39,6.79,4.63,1.39,6.02
620173464,2017_2Q,2017,2017.25,TZARWA,TZA,RWA,Western Union,Money Transfer Operator,Agent,Less than one hour,0.5,yes,High,cash,Cash,5.44,1.39,6.83,3.67,1.39,5.06
620173465,2017_2Q,2017,2017.25,TZARWA,TZA,RWA,Tanzania Postal Corporation,Post office,Post Office branch,Next day,24.0,yes,Low,cash,Cash,7.3999999999999995,1.28,8.68,5.92,1.28,7.2
620173466,2017_2Q,2017,2017.25,TZARWA,TZA,RWA,UBA Africash,Bank,Bank branch,Same day,12.0,yes,Low,cash,Cash,3.3400000000000003,1.15,4.49,2.24,1.15,3.39
620173467,2017_2Q,2017,2017.25,TZARWA,TZA,RWA,Tigo,Mobile Operator,Mobile phone,Less than one hour,0.5,yes,High,cash,Mobile money,0.31000000000000005,0.97,1.28,0.3700000000000001,0.97,1.34
620173468,2017_2Q,2017,2017.25,TZAUGA,TZA,UGA,KCB,Bank,"Bank branch,Call Center",Same day,12.0,yes,Medium,bank account (same/partner bank),Bank account transfer,10.0,0.75,10.75,4.0,0.75,4.75
620173469,2017_2Q,2017,2017.25,TZAUGA,TZA,UGA,Barclays,Bank,"Bank branch,Call Center",Next day,24.0,yes,Medium,bank account,Bank account transfer,17.5,1.33,18.83,7.0,1.33,8.33
620173470,2017_2Q,2017,2017.25,TZAUGA,TZA,UGA,KCB,Bank,"Bank branch,Call Center",Next day,24.0,yes,Medium,bank account,Bank account transfer,20.0,0.75,20.75,8.0,0.75,8.75
620173471,2017_2Q,2017,2017.25,TZAUGA,TZA,UGA,NBC,Bank,"Bank branch,Call Center",Next day,24.0,yes,Medium,bank account,Bank account transfer,25.0,1.39,26.39,10.0,1.39,11.39
620173472,2017_2Q,2017,2017.25,TZAUGA,TZA,UGA,NMB (National Microfinance Bank),Non-Bank FI,"Bank branch,Call Center",Next day,24.0,yes,Medium,bank account,Bank account transfer,25.0,1.41,26.41,10.0,1.41,11.41
620173473,2017_2Q,2017,2017.25,TZAUGA,TZA,UGA,CRDB Bank,Bank,"Bank branch,Call Center",Next day,24.0,yes,Medium,bank account,Bank account transfer,28.0,1.41,29.41,11.2,1.41,12.61
620173474,2017_2Q,2017,2017.25,TZAUGA,TZA,UGA,Stanbic Bank,Bank,"Bank branch,Call Center",Next day,24.0,yes,Medium,bank account,Bank account transfer,27.5,0.88,28.38,11.0,0.88,11.88
620173475,2017_2Q,2017,2017.25,TZAUGA,TZA,UGA,MoneyGram,Money Transfer Operator,Agent,Less than one hour,0.5,yes,High,cash,Cash,5.4,1.39,6.79,4.63,1.39,6.02
620173476,2017_2Q,2017,2017.25,TZAUGA,TZA,UGA,Western Union,Money Transfer Operator,Agent,Less than one hour,0.5,yes,High,cash,Cash,5.44,1.39,6.83,3.67,1.39,5.06
620173477,2017_2Q,2017,2017.25,TZAUGA,TZA,UGA,Tanzania Postal Corporation,Post office,Post Office branch,Less than one hour,0.5,yes,High,cash,Cash,7.3999999999999995,1.28,8.68,5.92,1.28,7.2
620173478,2017_2Q,2017,2017.25,TZAUGA,TZA,UGA,UBA Africash,Bank,Bank branch,Same day,12.0,yes,Low,cash,Cash,3.3400000000000003,1.15,4.49,2.24,1.15,3.39
920172369,2017_3Q,2017,2017.5,KENRWA,KEN,RWA,Ecobank,Bank,Bank branch,Next day,24.0,yes,Medium,cash,Cash,14.999999999999998,1.49,16.49,6.0,1.49,7.49
920172370,2017_3Q,2017,2017.5,KENRWA,KEN,RWA,MoneyGram,Money Transfer Operator,Agent,Less than one hour,0.5,yes,High,cash,Cash,1.75,1.67,3.42,1.75,1.67,3.42
920172371,2017_3Q,2017,2017.5,KENRWA,KEN,RWA,M-Pesa,Mobile Operator,Mobile phone,Less than one hour,0.5,yes,High,cash,Mobile money,0.6100000000000001,1.95,2.56,0.49,1.95,2.44
920172372,2017_3Q,2017,2017.5,KENRWA,KEN,RWA,Western Union,Money Transfer Operator,Agent,Less than one hour,0.5,yes,High,cash,Cash,7.34,1.67,9.01,5.87,1.67,7.54
